case,title,where,item id,label,file to save as (in public),what the photo should show
SCI-4.10A-CL,Up or down the cycle,page 1,dew,Dew forms on grass in the morning,/lab/sci-4.10a-cl-dew.jpg,Close-up photo of water drops on blades of green grass in early morning light. No text.
SCI-4.10A-CL,Up or down the cycle,page 1,glass,Drops form on a glass of ice water,/lab/sci-4.10a-cl-glass.jpg,Photo of a glass of ice water with drops on the outside of the glass. No text.
SCI-4.10A-CL,Up or down the cycle,page 1,pot,The white cloud above a boiling pot,/lab/sci-4.10a-cl-pot.jpg,"Photo of a pot of boiling water on a stove with a white cloud rising above it. No people, no text."
SCI-4.10A-CL,Up or down the cycle,page 2,salt,Seawater dries and leaves salt behind,/lab/sci-4.10a-cl-salt.jpg,Photo of white salt crust left on rocks at the edge of the sea. No text.
SCI-4.10A-CL,Up or down the cycle,page 2,bowl,A dog's water bowl gets lower on a hot day,/lab/sci-4.10a-cl-bowl.jpg,"Photo of a metal dog water bowl with only a little water left in it. No dog, no text."
SCI-4.10A-CL,Up or down the cycle,page 2,mirror,A bathroom mirror fogs up,/lab/sci-4.10a-cl-mirror.jpg,"Photo of a foggy bathroom mirror with drops on it. No people, no reflection of a person, no text."
SCI-4.10A-CL,Up or down the cycle,page 2,breath,Your breath makes a cloud on a cold day,/lab/sci-4.10a-cl-breath.jpg,"Photo of a white puff of breath in cold winter air. No face, no text."
SCI-4.10A-CL,Up or down the cycle,page 2,rain,Rain falls from a dark cloud,/lab/sci-4.10a-cl-rain.jpg,Photo of rain falling from dark clouds over a field. No text.
SCI-4.10A-CL,Up or down the cycle,page 2,runoff,Rainwater flows down a street into a lake,/lab/sci-4.10a-cl-runoff.jpg,"Photo of rainwater running down a sloped street toward a creek. No people, no text."
SCI-4.10A-CL,Up or down the cycle,venn,puddleV,A puddle dries in the sunshine,/lab/sci-4.10a-cl-puddlev.jpg,"Photo of a shrinking puddle on a playground in bright sunshine. No people, no text."
SCI-4.10A-CL,Up or down the cycle,venn,towelV,A wet towel dries on a sunny beach,/lab/sci-4.10a-cl-towelv.jpg,"Photo of a beach towel spread on sand in bright sun. No people, no text."
SCI-4.10A-CL,Up or down the cycle,venn,snowV,Sunshine melts snow on a roof,/lab/sci-4.10a-cl-snowv.jpg,Photo of snow melting and dripping off a roof on a sunny day. No text.
SCI-4.10A-CL,Up or down the cycle,venn,stoveV,Water boils away in a pot on a stove,/lab/sci-4.10a-cl-stovev.jpg,"Photo of a pot on a stove with water boiling hard. No people, no text."
SCI-4.10A-CL,Up or down the cycle,venn,dryerV,A clothes dryer dries wet socks,/lab/sci-4.10a-cl-dryerv.jpg,Photo of socks tumbling inside an open clothes dryer. No text.
SCI-4.10A-CL,Up or down the cycle,venn,dewV,Dew forms on a car at night,/lab/sci-4.10a-cl-dewv.jpg,Photo of a car window covered in dew drops at night. No text.
SCI-4.10B-CL,"Break, move, drop",page 1,iceboulder,"Water freezes inside a crack, and the ice gradually splits a boulder in two.",/lab/sci-4.10b-cl-iceboulder.jpg,"Photo of a large boulder split by a crack, with ice or snow in the crack. No people, no text."
SCI-4.10B-CL,"Break, move, drop",page 1,treerock,"A tree grows in a crack, and its roots slowly force the rock apart.",/lab/sci-4.10b-cl-treerock.jpg,Photo of a small tree growing out of a split in a large rock. No text.
SCI-4.10B-CL,"Break, move, drop",page 1,gravestone,Rain falls on an old gravestone for many years and gradually wears it down.,/lab/sci-4.10b-cl-gravestone.jpg,"Photo of a very old, worn gravestone with crumbling edges and letters too worn to read. No readable text."
SCI-4.10B-CL,"Break, move, drop",page 1,slide,"Rainwater washes loose, broken rocks down the side of a steep hill.",/lab/sci-4.10b-cl-slide.jpg,"Photo of loose, broken rocks sliding down a steep, rocky slope. No people, no text."
SCI-4.10B-CL,"Break, move, drop",page 1,sandblow,A strong wind blows sand across the desert and carries it far away.,/lab/sci-4.10b-cl-sandblow.jpg,"Photo of sand blowing off the top of a desert dune in the wind. No people, no text."
SCI-4.10B-CL,"Break, move, drop",page 1,glacier,A huge glacier drags rocks and gravel along as it slides down a valley.,/lab/sci-4.10b-cl-glacier.jpg,Photo of a glacier in a mountain valley with dark lines of rock carried along in the ice. No text.
SCI-4.10B-CL,"Break, move, drop",page 2,peak,"On a cold mountaintop, freezing ice cracks the rocks into sharp pieces.",/lab/sci-4.10b-cl-peak.jpg,"Photo of a rocky mountaintop with snow and many sharp, cracked rocks. No people, no text."
SCI-4.10B-CL,"Break, move, drop",page 2,walk,Tree roots grow underneath a sidewalk and gradually crack the concrete.,/lab/sci-4.10b-cl-walk.jpg,"Photo of a concrete sidewalk lifted and cracked by a big tree root. No people, no text."
SCI-4.10B-CL,"Break, move, drop",page 2,beach,Ocean waves pull sand away from a beach and carry it out to sea.,/lab/sci-4.10b-cl-beach.jpg,"Photo of waves pulling sand back from a beach, with a small cliff of sand left behind. No people, no text."
SCI-4.10B-CL,"Break, move, drop",page 2,dust,Strong wind lifts loose dust from a dry field and carries it off.,/lab/sci-4.10b-cl-dust.jpg,"Photo of a cloud of dust blowing off a dry, bare farm field. No people, no text."
SCI-4.10B-CL,"Break, move, drop",page 2,delta,"A river slows down where it meets the sea, and it drops its mud there.",/lab/sci-4.10b-cl-delta.jpg,"Photo from above of a river delta, where a muddy river spreads out into the sea. No text."
SCI-4.10B-CL,"Break, move, drop",page 2,melt,A glacier melts and leaves behind a large pile of rocks and gravel.,/lab/sci-4.10b-cl-melt.jpg,Photo of a pile of rocks and gravel left at the front edge of a melting glacier. No text.
SCI-4.10B-CL,"Break, move, drop",venn,glacierV,A glacier scrapes up rocks and carries them far down the valley.,/lab/sci-4.10b-cl-glacierv.jpg,Photo of a glacier with rocks and gravel stuck in its dirty front edge. No text.
SCI-4.10B-CL,"Break, move, drop",venn,riverV,"After a storm, a fast river carries sand and mud downstream.",/lab/sci-4.10b-cl-riverv.jpg,"Photo of a muddy, brown river flowing fast after a storm. No text."
SCI-4.10B-CL,"Break, move, drop",venn,windV,Wind blows dry sand grains along the beach to a new spot.,/lab/sci-4.10b-cl-windv.jpg,"Photo of dry sand blowing low across a beach on a windy day. No people, no text."
SCI-4.10B-CL,"Break, move, drop",venn,frostV,"High on a mountain, ice splits a rock into several sharp pieces.",/lab/sci-4.10b-cl-frostv.jpg,"Photo of a rock split into pieces with ice in the crack, high on a mountain. No text."
SCI-4.10B-CL,"Break, move, drop",venn,potholeV,"Over many winters, freezing ice cracks the surface of a road.",/lab/sci-4.10b-cl-potholev.jpg,"Photo of a cracked road with frost in the cracks. No cars, no text."
SCI-4.10B-CL,"Break, move, drop",venn,rootsV,Tree roots grow into a boulder and gradually split it apart.,/lab/sci-4.10b-cl-rootsv.jpg,Photo of tree roots wrapped around and growing into a cracked boulder. No text.
SCI-4.11A-CL,Will it run out?,page 1,wind,Wind,/lab/sci-4.11a-cl-wind.jpg,Photo of tall white wind turbines on a flat Texas field under a blue sky. No text.
SCI-4.11A-CL,Will it run out?,page 1,sun,Sunlight,/lab/sci-4.11a-cl-sun.jpg,"Photo of bright sunlight shining on rows of solar panels. No people, no text."
SCI-4.11A-CL,Will it run out?,page 1,cotton,Cotton plants,/lab/sci-4.11a-cl-cotton.jpg,"Photo of a field of cotton plants with white, fluffy cotton bolls. No people, no text."
SCI-4.11A-CL,Will it run out?,page 1,cattle,Beef cattle,/lab/sci-4.11a-cl-cattle.jpg,"Photo of a small herd of cattle grazing in a grassy pasture. No people, no text."
SCI-4.11A-CL,Will it run out?,page 1,coal,Coal,/lab/sci-4.11a-cl-coal.jpg,Photo of a pile of shiny black lumps of coal. No text.
SCI-4.11A-CL,Will it run out?,page 1,oil,Oil,/lab/sci-4.11a-cl-oil.jpg,"Photo of an oil pump jack working in a dry West Texas field. No people, no text."
SCI-4.11A-CL,Will it run out?,page 2,river,River water,/lab/sci-4.11a-cl-river.jpg,"Photo of a clear river flowing between rocky banks. No people, no text."
SCI-4.11A-CL,Will it run out?,page 2,pine,Pine trees,/lab/sci-4.11a-cl-pine.jpg,"Photo of rows of young and tall pine trees in a tree farm. No people, no text."
SCI-4.11A-CL,Will it run out?,page 2,gas,Natural gas,/lab/sci-4.11a-cl-gas.jpg,Photo of a blue natural gas flame on a kitchen stove burner. No text.
SCI-4.11A-CL,Will it run out?,page 2,ironore,Iron ore,/lab/sci-4.11a-cl-ironore.jpg,Photo of reddish-brown chunks of iron ore rock. No text.
SCI-4.11A-CL,Will it run out?,page 2,bottle,Plastic bottle,/lab/sci-4.11a-cl-bottle.jpg,Photo of one empty clear plastic water bottle with no label. No text.
SCI-4.11A-CL,Will it run out?,page 2,jar,Glass jar,/lab/sci-4.11a-cl-jar.jpg,"Photo of one empty clear glass jar with a lid, no label. No text."
SCI-4.11A-CL,Will it run out?,venn,riverV,Flowing river water,/lab/sci-4.11a-cl-riverv.jpg,"Photo of water rushing out of a hydroelectric dam into a river. No people, no text."
SCI-4.11A-CL,Will it run out?,venn,sunV,Sunlight,/lab/sci-4.11a-cl-sunv.jpg,Photo of the Sun shining on a large field of solar panels. No text.
SCI-4.11A-CL,Will it run out?,venn,woolV,Wool from sheep,/lab/sci-4.11a-cl-woolv.jpg,"Photo of fluffy white sheep in a green field. No people, no text."
SCI-4.11A-CL,Will it run out?,venn,coalV,Coal,/lab/sci-4.11a-cl-coalv.jpg,Photo of a train car heaped with black coal. No text.
SCI-4.11A-CL,Will it run out?,venn,gasV,Natural gas,/lab/sci-4.11a-cl-gasv.jpg,Photo of a natural gas pipeline running across a grassy field. No text.
SCI-4.11A-CL,Will it run out?,venn,ironV,Iron ore,/lab/sci-4.11a-cl-ironv.jpg,"Photo of a pile of reddish iron ore rocks at a mine. No people, no text."
SCI-4.13B-CL,Born with it?,page 1,eyes,Brown eyes,/lab/sci-4.13b-cl-eyes.jpg,Close-up photo of a child's brown eyes. No text.
SCI-4.13B-CL,Born with it?,page 1,tabby,A cat's striped fur,/lab/sci-4.13b-cl-tabby.jpg,"Photo of an orange tabby cat with stripes, sitting. No text."
SCI-4.13B-CL,Born with it?,page 1,tulip,A tulip's red petals,/lab/sci-4.13b-cl-tulip.jpg,Photo of one red tulip in a garden. No text.
SCI-4.13B-CL,Born with it?,page 1,scar,A girl has a scar on her knee from an accident years ago.,/lab/sci-4.13b-cl-scar.jpg,Close-up photo of a small healed scar on a child's knee. No text.
SCI-4.13B-CL,Born with it?,page 1,dyed,A girl dyes her hair a bright shade of purple.,/lab/sci-4.13b-cl-dyed.jpg,"Photo of a person's bright purple hair from behind. No face, no text."
SCI-4.13B-CL,Born with it?,page 1,muscle,A boy builds big muscles by lifting heavy weights every week.,/lab/sci-4.13b-cl-muscle.jpg,"Photo of an adult's strong arm lifting a dumbbell. No face, no text."
SCI-4.13B-CL,Born with it?,page 2,ears,A dog's floppy ears,/lab/sci-4.13b-cl-ears.jpg,Photo of a beagle puppy with long floppy ears. No text.
SCI-4.13B-CL,Born with it?,page 2,cactus,A cactus's sharp spines,/lab/sci-4.13b-cl-cactus.jpg,Close-up photo of a cactus covered in sharp spines. No text.
SCI-4.13B-CL,Born with it?,page 2,bent,"Strong winds gradually bent a tree, so now it leans to one side.",/lab/sci-4.13b-cl-bent.jpg,Photo of a tree growing bent to one side on a windy hilltop. No text.
SCI-4.13B-CL,Born with it?,page 2,tooth,A boy chipped his front tooth when he fell on the playground.,/lab/sci-4.13b-cl-tooth.jpg,Close-up photo of a smile with one slightly chipped front tooth. No text.
SCI-4.13B-CL,Born with it?,venn,thornsV,A rose's thorns,/lab/sci-4.13b-cl-thornsv.jpg,Close-up photo of a rose stem with sharp thorns. No text.
SCI-4.13B-CL,Born with it?,venn,mapleV,The shape of a maple leaf,/lab/sci-4.13b-cl-maplev.jpg,Photo of one green maple leaf on a white background. No text.
SCI-4.13B-CL,Born with it?,venn,zebraV,A zebra's stripes,/lab/sci-4.13b-cl-zebrav.jpg,Photo of a zebra standing in grass. No text.
SCI-4.13B-CL,Born with it?,venn,curlyV,Naturally curly hair,/lab/sci-4.13b-cl-curlyv.jpg,"Photo of a child's naturally curly hair from behind. No face, no text."
SCI-4.13B-CL,Born with it?,venn,sawV,A tree has a branch that a worker sawed off last spring.,/lab/sci-4.13b-cl-sawv.jpg,"Photo of a tree trunk with a flat, round stump where a branch was sawed off. No text."
SCI-4.13B-CL,Born with it?,venn,dogscarV,A dog got a scar on its nose from a sharp fence.,/lab/sci-4.13b-cl-dogscarv.jpg,Close-up photo of a dog's nose with a small healed scar. No text.
SS-4.6A-CL,Far from the beach,page 1,galveston,Galveston Island,/lab/ss-4.6a-cl-galveston.jpg,"Photo of a sandy Gulf beach with low waves. No people, no text."
SS-4.6A-CL,Far from the beach,page 1,piney,Piney Woods,/lab/ss-4.6a-cl-piney.jpg,Photo of a thick forest of tall pine trees in East Texas. No text.
SS-4.6A-CL,Far from the beach,page 1,houston,Houston,/lab/ss-4.6a-cl-houston.jpg,Photo of the Houston skyline on a sunny day. No readable signs or text.
SS-4.6A-CL,Far from the beach,page 1,guadalupe,Guadalupe Mountains,/lab/ss-4.6a-cl-guadalupe.jpg,Photo of the rocky cliffs of the Guadalupe Mountains. No text.
SS-4.6A-CL,Far from the beach,page 1,saltflat,Salt flats in far West Texas,/lab/ss-4.6a-cl-saltflat.jpg,"Photo of flat, white salt flats with mountains far in the background. No text."
SS-4.6A-CL,Far from the beach,page 1,elpaso,El Paso,/lab/ss-4.6a-cl-elpaso.jpg,Photo of the El Paso skyline with brown mountains behind it. No readable signs or text.
SS-4.6A-CL,Far from the beach,page 2,dallas,Dallas,/lab/ss-4.6a-cl-dallas.jpg,Photo of the Dallas skyline. No readable signs or text.
SS-4.6A-CL,Far from the beach,page 2,corpus,Corpus Christi,/lab/ss-4.6a-cl-corpus.jpg,Photo of Corpus Christi's bayfront with boats. No readable signs or text.
SS-4.6A-CL,Far from the beach,page 2,davis,Davis Mountains,/lab/ss-4.6a-cl-davis.jpg,"Photo of the grassy, rolling Davis Mountains. No text."
SS-4.6A-CL,Far from the beach,page 2,bigbend,Big Bend National Park,/lab/ss-4.6a-cl-bigbend.jpg,"Photo of desert mountains in Big Bend National Park. No people, no text."
SS-4.6A-CL,Far from the beach,page 2,paloduro,Palo Duro Canyon,/lab/ss-4.6a-cl-paloduro.jpg,"Photo of the red and orange cliffs of Palo Duro Canyon. No people, no text."
SS-4.6A-CL,Far from the beach,page 2,ftworth,Fort Worth,/lab/ss-4.6a-cl-ftworth.jpg,Photo of the Fort Worth skyline. No readable signs or text.
SS-4.6A-CL,Far from the beach,venn,brownsville,Brownsville,/lab/ss-4.6a-cl-brownsville.jpg,Photo of a palm-lined street in Brownsville. No readable signs or text.
SS-4.6A-CL,Far from the beach,venn,laredo,Laredo,/lab/ss-4.6a-cl-laredo.jpg,Photo of Laredo beside the Rio Grande. No readable signs or text.
SS-4.6A-CL,Far from the beach,venn,beaumont,Beaumont,/lab/ss-4.6a-cl-beaumont.jpg,Photo of downtown Beaumont with green trees. No readable signs or text.
SS-4.6A-CL,Far from the beach,venn,elpasoV,El Paso,/lab/ss-4.6a-cl-elpasov.jpg,Photo of El Paso and the Rio Grande with mountains behind. No readable signs or text.
SS-4.6A-CL,Far from the beach,venn,lubbock,Lubbock,/lab/ss-4.6a-cl-lubbock.jpg,Photo of flat farm fields near Lubbock. No text.
SS-4.6A-CL,Far from the beach,venn,abilene,Abilene,/lab/ss-4.6a-cl-abilene.jpg,Photo of downtown Abilene. No readable signs or text.
SS-4.14A-CL,Texas or the U.S.?,page 1,lonestar,Lone Star flag,/lab/ss-4.14a-cl-lonestar.jpg,Photo of the Texas state flag waving on a flagpole against a blue sky. No text.
SS-4.14A-CL,Texas or the U.S.?,page 1,bluebonnet,Bluebonnet,/lab/ss-4.14a-cl-bluebonnet.jpg,Photo of a field of blue bluebonnet flowers. No text.
SS-4.14A-CL,Texas or the U.S.?,page 1,alamo,The Alamo,/lab/ss-4.14a-cl-alamo.jpg,"Photo of the front of the Alamo church in San Antonio. No people, no readable signs."
SS-4.14A-CL,Texas or the U.S.?,page 1,eagle,Bald eagle,/lab/ss-4.14a-cl-eagle.jpg,Photo of a bald eagle perched on a branch. No text.
SS-4.14A-CL,Texas or the U.S.?,page 1,usflag,Flag of the United States,/lab/ss-4.14a-cl-usflag.jpg,Photo of the flag of the United States waving on a flagpole. No text.
SS-4.14A-CL,Texas or the U.S.?,page 1,liberty,Statue of Liberty,/lab/ss-4.14a-cl-liberty.jpg,Photo of the Statue of Liberty against a clear sky. No text.
SS-4.14A-CL,Texas or the U.S.?,page 2,mocking,Mockingbird,/lab/ss-4.14a-cl-mocking.jpg,Photo of a gray mockingbird sitting on a fence post. No text.
SS-4.14A-CL,Texas or the U.S.?,page 2,sanjac,San Jacinto Monument,/lab/ss-4.14a-cl-sanjac.jpg,Photo of the tall stone San Jacinto Monument with the star on top. No text.
SS-4.14A-CL,Texas or the U.S.?,page 2,bell,Liberty Bell,/lab/ss-4.14a-cl-bell.jpg,Photo of the Liberty Bell showing its crack. No readable text.
SS-4.14A-CL,Texas or the U.S.?,page 2,uscap,"U.S. Capitol in Washington, D.C.",/lab/ss-4.14a-cl-uscap.jpg,Photo of the U.S. Capitol building with its white dome. No text.
SS-4.14A-CL,Texas or the U.S.?,page 2,canada,Canada's maple leaf flag,/lab/ss-4.14a-cl-canada.jpg,Photo of the flag of Canada waving on a flagpole. No text.
SS-4.14A-CL,Texas or the U.S.?,page 2,bigben,Big Ben's clock tower,/lab/ss-4.14a-cl-bigben.jpg,Photo of the Big Ben clock tower in London. No readable text.
SS-4.14A-CL,Texas or the U.S.?,venn,lonestarV,Lone Star flag,/lab/ss-4.14a-cl-lonestarv.jpg,Photo of the Texas state flag flying in front of a building. No text.
SS-4.14A-CL,Texas or the U.S.?,venn,usflagV,Flag of the United States,/lab/ss-4.14a-cl-usflagv.jpg,Photo of the flag of the United States flying on a tall pole. No text.
SS-4.14A-CL,Texas or the U.S.?,venn,pecan,Pecan tree,/lab/ss-4.14a-cl-pecan.jpg,Photo of a large pecan tree in a green field. No text.
SS-4.14A-CL,Texas or the U.S.?,venn,txcap,Texas State Capitol,/lab/ss-4.14a-cl-txcap.jpg,Photo of the pink granite Texas State Capitol in Austin. No readable signs.
SS-4.14A-CL,Texas or the U.S.?,venn,canadaV,Canada's maple leaf flag,/lab/ss-4.14a-cl-canadav.jpg,Photo of the flag of Canada flying on a pole. No text.
SS-4.14A-CL,Texas or the U.S.?,venn,statueV,Statue of Liberty,/lab/ss-4.14a-cl-statuev.jpg,Photo of the Statue of Liberty holding up her torch. No text.
SS-4.19A-CL,Alamo sources,page 1,travis,"William B. Travis's letter from the Alamo, February 24, 1836",/lab/ss-4.19a-cl-travis.jpg,"Photo of the handwritten original letter on old paper, words too small to read, no other text."
SS-4.19A-CL,Alamo sources,page 1,onder,"Robert Onderdonk's painting The Fall of the Alamo, about 1903",/lab/ss-4.19a-cl-onder.jpg,"Image of Robert Onderdonk's painting The Fall of the Alamo, showing defenders fighting inside the fort. No added text."
SS-4.19A-CL,Alamo sources,page 1,dawn,"Henry McArdle's painting Dawn at the Alamo, finished in 1905",/lab/ss-4.19a-cl-dawn.jpg,"Image of Henry McArdle's painting Dawn at the Alamo, showing the crowded battle at dawn. No added text."
SS-4.19A-CL,Alamo sources,page 2,decl,"The Texas Declaration of Independence, signed March 2, 1836",/lab/ss-4.19a-cl-decl.jpg,"Photo of the handwritten original document on old paper, words too small to read, no other text."
SS-4.19A-CL,Alamo sources,page 2,sjpaint,"Henry McArdle's painting The Battle of San Jacinto, finished in 1895",/lab/ss-4.19a-cl-sjpaint.jpg,"Image of Henry McArdle's painting The Battle of San Jacinto, showing soldiers charging across a field. No added text."
SS-4.19A-CL,Alamo sources,page 2,museum,A sign beside a display in the Alamo museum today,/lab/ss-4.19a-cl-museum.jpg,Photo of a museum display case with an information sign beside it. The sign's words are too small to read. No people.
SS-4.19A-CL,Alamo sources,page 2,spindle,A 1901 photo of the Spindletop oil gusher,/lab/ss-4.19a-cl-spindle.jpg,The famous 1901 black-and-white photo of oil gushing high into the air from a wooden derrick at Spindletop. No added text.
SS-4.19A-CL,Alamo sources,page 2,dust,A 1930s photo of a dust storm in the Texas Panhandle,/lab/ss-4.19a-cl-dust.jpg,A 1930s black-and-white photo of a huge wall of dust rolling toward a small Texas Panhandle town. No added text.
SS-4.19A-CL,Alamo sources,venn,travisV,"William B. Travis's letter from the Alamo, February 24, 1836",/lab/ss-4.19a-cl-travisv.jpg,"Photo of the handwritten original letter on old paper, words too small to read, no other text."
SS-4.19A-CL,Alamo sources,venn,declV,"The Texas Declaration of Independence, March 2, 1836",/lab/ss-4.19a-cl-declv.jpg,"Photo of the handwritten original document on old paper, words too small to read, no other text."
SS-4.19A-CL,Alamo sources,venn,onderV,"Robert Onderdonk's painting The Fall of the Alamo, about 1903",/lab/ss-4.19a-cl-onderv.jpg,Image of Robert Onderdonk's painting The Fall of the Alamo. No added text.
SS-4.19A-CL,Alamo sources,venn,sjV,"Henry McArdle's painting The Battle of San Jacinto, 1895",/lab/ss-4.19a-cl-sjv.jpg,Image of Henry McArdle's painting The Battle of San Jacinto. No added text.
SCI-5.6A-CL,Properties that matter,page 1,copper,A coil of bare copper wire hangs on a hook.,/lab/sci-5.6a-cl-copper.jpg,"Photo of a coil of bare copper wire, no text."
SCI-5.6A-CL,Properties that matter,page 1,can,An aluminum soda can,/lab/sci-5.6a-cl-can.jpg,"Photo of a plain, bare, unpainted aluminum can with no label, no text."
SCI-5.6A-CL,Properties that matter,page 1,graphite,The gray graphite core of a pencil,/lab/sci-5.6a-cl-graphite.jpg,"Close-up photo of a sharpened pencil tip showing the gray graphite core, no text."
SCI-5.6A-CL,Properties that matter,page 1,rubber,A rubber band holds a stack of cards together.,/lab/sci-5.6a-cl-rubber.jpg,"Photo of a few colored rubber bands on a table, no text."
SCI-5.6A-CL,Properties that matter,page 1,plasticspoon,A shiny silver plastic spoon,/lab/sci-5.6a-cl-plasticspoon.jpg,"Photo of a shiny silver-colored plastic spoon, no text."
SCI-5.6A-CL,Properties that matter,page 1,stick,A dry wooden craft stick lies on a desk.,/lab/sci-5.6a-cl-stick.jpg,"Photo of a plain dry wooden craft stick, no text."
SCI-5.6A-CL,Properties that matter,page 2,saltwater,A cup of salt water,/lab/sci-5.6a-cl-saltwater.jpg,"Photo of a clear cup of water next to a small pile of salt, no text."
SCI-5.6A-CL,Properties that matter,page 2,gold,A gold ring rests on a small dish.,/lab/sci-5.6a-cl-gold.jpg,"Photo of a plain gold ring on a white surface, no text."
SCI-5.6A-CL,Properties that matter,page 2,glass,An empty glass jar sits on a shelf.,/lab/sci-5.6a-cl-glass.jpg,"Photo of an empty clear glass jar, no label, no text."
SCI-5.6A-CL,Properties that matter,page 2,coating,The plastic coating on a lamp cord,/lab/sci-5.6a-cl-coating.jpg,"Close-up photo of a lamp cord with the plastic coating cut back to show the wire, no text."
SCI-5.6A-CL,Properties that matter,page 2,sunbeam,A beam of sunlight through a window,/lab/sci-5.6a-cl-sunbeam.jpg,"Photo of a beam of sunlight shining through a window into a dim room, no text."
SCI-5.6A-CL,Properties that matter,page 2,sound,The sound that travels from a ringing bell,/lab/sci-5.6a-cl-sound.jpg,"Photo of a brass hand bell mid-ring, with motion blur, no text."
SCI-5.6A-CL,Properties that matter,venn,nailV,An iron nail,/lab/sci-5.6a-cl-nailv.jpg,"Photo of a plain iron nail on a white surface, no text."
SCI-5.6A-CL,Properties that matter,venn,clipV,A bare steel paper clip,/lab/sci-5.6a-cl-clipv.jpg,"Photo of a plain silver steel paper clip with no plastic coating, no text."
SCI-5.6A-CL,Properties that matter,venn,copperV,A copper pipe,/lab/sci-5.6a-cl-copperv.jpg,"Photo of a short piece of copper pipe, no text."
SCI-5.6A-CL,Properties that matter,venn,foilV,A sheet of aluminum foil,/lab/sci-5.6a-cl-foilv.jpg,"Photo of a crumpled sheet of aluminum foil, no text."
SCI-5.6A-CL,Properties that matter,venn,fridgeV,A flexible rubber fridge magnet,/lab/sci-5.6a-cl-fridgev.jpg,"Photo of a plain, blank flexible rubber magnet sheet stuck to a refrigerator door, no text."
SCI-5.6A-CL,Properties that matter,venn,marbleV,A glass marble,/lab/sci-5.6a-cl-marblev.jpg,"Photo of a clear glass marble on a white surface, no text."
SCI-5.8C-CL,Where does the light go?,page 1,mirror,You see your face in a bathroom mirror while brushing your teeth.,/lab/sci-5.8c-cl-mirror.jpg,"Photo of a bathroom mirror above a sink, with a toothbrush in a cup and no person in view, no text."
SCI-5.8C-CL,Where does the light go?,page 1,moon,The full moon brightly illuminates a dark field at night.,/lab/sci-5.8c-cl-moon.jpg,"Photo of a bright full moon above a dark, moonlit field, no text."
SCI-5.8C-CL,Where does the light go?,page 1,lake,The trees on the shore appear upside down on a calm lake.,/lab/sci-5.8c-cl-lake.jpg,"Photo of a still lake with trees on the far shore mirrored upside down in the water, no text."
SCI-5.8C-CL,Where does the light go?,page 1,straw,A straw in a glass of water looks broken right at the waterline.,/lab/sci-5.8c-cl-straw.jpg,"Photo of a clear glass of water with a straw that looks broken at the waterline, no text."
SCI-5.8C-CL,Where does the light go?,page 1,lens,A magnifying lens makes the tiny print on a coin appear much larger.,/lab/sci-5.8c-cl-lens.jpg,"Photo of a magnifying glass held over a coin, showing an enlarged view, no text."
SCI-5.8C-CL,Where does the light go?,page 1,glasses,A student's eyeglasses help her read the board from the back row.,/lab/sci-5.8c-cl-glasses.jpg,"Photo of a pair of eyeglasses resting on an open notebook, no text."
SCI-5.8C-CL,Where does the light go?,page 2,spoon,The back of a shiny metal spoon shows a stretched picture of your face.,/lab/sci-5.8c-cl-spoon.jpg,"Photo of the curved back of a polished metal spoon showing a warped reflection of a room, no text."
SCI-5.8C-CL,Where does the light go?,page 2,reflector,A bike reflector glows red when car headlights shine on it at night.,/lab/sci-5.8c-cl-reflector.jpg,"Photo of a red bike reflector glowing in car headlights at night, no text."
SCI-5.8C-CL,Where does the light go?,page 2,coin,A coin at the bottom of a pool appears closer than it actually is.,/lab/sci-5.8c-cl-coin.jpg,"Photo of a coin resting on the bottom of a clear swimming pool, seen from above the water, no text."
SCI-5.8C-CL,Where does the light go?,page 2,prism,A glass prism spreads a beam of sunlight into a band of colors.,/lab/sci-5.8c-cl-prism.jpg,"Photo of a triangular glass prism casting a rainbow band of colors onto a white surface, no text."
SCI-5.8C-CL,Where does the light go?,page 2,shirt,A black T-shirt gets hot after an hour in the afternoon sun.,/lab/sci-5.8c-cl-shirt.jpg,"Photo of a plain black T-shirt drying in bright sunlight, no text."
SCI-5.8C-CL,Where does the light go?,page 2,solar,A dark solar panel collects sunlight to produce electricity for a house.,/lab/sci-5.8c-cl-solar.jpg,"Photo of dark blue solar panels on a house roof in bright sunlight, no text."
SCI-5.8C-CL,Where does the light go?,venn,rainbowV,"Sunlight passes into raindrops, bounces off the back of each drop, and comes out as a rainbow.",/lab/sci-5.8c-cl-rainbowv.jpg,"Photo of a bright rainbow in the sky after a rainstorm, no text."
SCI-5.8C-CL,Where does the light go?,venn,dentistV,A dentist's small mirror shows the back of a patient's tooth.,/lab/sci-5.8c-cl-dentistv.jpg,"Photo of a dental mirror on a tray of clean dental tools, no people, no text."
SCI-5.8C-CL,Where does the light go?,venn,signV,A highway sign shines brightly in a car's headlights at night.,/lab/sci-5.8c-cl-signv.jpg,"Photo of a road sign shining brightly in headlights on a dark road, sign face blank, no text."
SCI-5.8C-CL,Where does the light go?,venn,marbleV,A clear glass marble makes the picture behind it look upside down.,/lab/sci-5.8c-cl-marblev.jpg,"Photo of a clear glass marble on a table, with an upside-down view of the background inside it, no text."
SCI-5.8C-CL,Where does the light go?,venn,fishV,A goldfish in a round bowl appears larger than its actual size.,/lab/sci-5.8c-cl-fishv.jpg,"Photo of a goldfish in a round glass bowl of water, no text."
